"item_code","Cmt1","Cmt2","Cmt3","Cmt4","Cnf1","Cnf2","Cnf3","Cnf4","Cop1","Cop2","Cop3","Cop4","Cmp1","Cmp2","Cmp3","Cmp4"
"Cmt1",1,0.640955671347345,0.612040089987818,0.510668754764384,0.149254454033921,0.242158562588007,0.122953862366725,0.0244761587440065,0.0351228085222651,0.0592187846025664,0.022361403737797,0.0268895559511097,0.0940219450679616,0.0618630078788972,0.0753191659385107,0.280239977440435
"Cmt2",0.640955671347345,1,0.545577765807408,0.439435469351805,0.0604234819081063,0.154480049386683,0.0633526540607302,0.0612807161248399,0.0521414198824535,0.0238679038733974,0.0238377766765677,0.0603768093589513,0.0461338941971277,0.072632653140773,0.0581114578274496,0.262698856509712
"Cmt3",0.612040089987818,0.545577765807408,1,0.490940257605792,0.243468419703557,0.301888046526608,0.212705345607198,0.186425989252148,0.0809745490562164,0.110396001147509,0.0602143014483111,0.053831772237838,0.0857974095474186,0.0783266737808911,0.0235919402294927,0.266665705357215
"Cmt4",0.510668754764384,0.439435469351805,0.490940257605792,1,0.327948861280809,0.346559943283865,0.22550011704465,0.193221477034298,0.0525401641921587,0.0880706889199572,0.0481356869563499,-0.000717030826360886,0.00434100463522861,-0.0129999710199819,-0.0123077208724474,0.159868409229446
"Cnf1",0.149254454033921,0.0604234819081063,0.243468419703557,0.327948861280809,1,0.569440080797076,0.573165404036643,0.490308973341703,0.0825150901006721,0.166755657841305,0.0127805461482119,0.0695749588483089,0.0814958706630384,0.0739405982781225,0.0354527495994607,0.130220248331373
"Cnf2",0.242158562588007,0.154480049386683,0.301888046526608,0.346559943283865,0.569440080797076,1,0.548869151116468,0.47223929616699,0.230182186646996,0.244811996132521,0.104866721855183,0.137790996432715,0.105814571426087,0.162441542120422,0.122397468459252,0.18467633710725
"Cnf3",0.122953862366725,0.0633526540607302,0.212705345607198,0.22550011704465,0.573165404036643,0.548869151116468,1,0.412474918757394,0.13636344711629,0.146702226476154,0.0545045561149121,0.0816198728281886,0.0471866354059011,0.0443208068973959,0.0429368250057521,0.0867638248441432
"Cnf4",0.0244761587440065,0.0612807161248399,0.186425989252148,0.193221477034298,0.490308973341703,0.47223929616699,0.412474918757394,1,0.318728071865994,0.321383253536732,0.231059197314309,0.261174677553251,0.128626640215258,0.137760002288049,0.0710410875579582,0.111746417677521
"Cop1",0.0351228085222651,0.0521414198824535,0.0809745490562164,0.0525401641921587,0.0825150901006721,0.230182186646996,0.13636344711629,0.318728071865994,1,0.582202480717478,0.525442043521357,0.468481141935471,0.0540010610143384,0.229197075520049,0.115158405583779,0.0177612163309518
"Cop2",0.0592187846025664,0.0238679038733974,0.110396001147509,0.0880706889199572,0.166755657841305,0.244811996132521,0.146702226476154,0.321383253536732,0.582202480717478,1,0.536024667475206,0.495157298859216,0.197599903217799,0.280937568049821,0.204565465917239,0.0966696857159049
"Cop3",0.022361403737797,0.0238377766765677,0.0602143014483111,0.0481356869563499,0.0127805461482119,0.104866721855183,0.0545045561149121,0.231059197314309,0.525442043521357,0.536024667475206,1,0.444876434682566,0.138153137520332,0.205477823099108,0.144046804008886,0.0129848743307294
"Cop4",0.0268895559511097,0.0603768093589513,0.053831772237838,-0.000717030826360886,0.0695749588483089,0.137790996432715,0.0816198728281886,0.261174677553251,0.468481141935471,0.495157298859216,0.444876434682566,1,0.356182725711973,0.438486019060648,0.308581504925116,0.194635158145014
"Cmp1",0.0940219450679616,0.0461338941971277,0.0857974095474186,0.00434100463522861,0.0814958706630384,0.105814571426087,0.0471866354059011,0.128626640215258,0.0540010610143384,0.197599903217799,0.138153137520332,0.356182725711973,1,0.60015394122082,0.531146195685434,0.474392448069266
"Cmp2",0.0618630078788972,0.072632653140773,0.0783266737808911,-0.0129999710199819,0.0739405982781225,0.162441542120422,0.0443208068973959,0.137760002288049,0.229197075520049,0.280937568049821,0.205477823099108,0.438486019060648,0.60015394122082,1,0.52720558464356,0.423808457087701
"Cmp3",0.0753191659385107,0.0581114578274496,0.0235919402294927,-0.0123077208724474,0.0354527495994607,0.122397468459252,0.0429368250057521,0.0710410875579582,0.115158405583779,0.204565465917239,0.144046804008886,0.308581504925116,0.531146195685434,0.52720558464356,1,0.398251221406313
"Cmp4",0.280239977440435,0.262698856509712,0.266665705357215,0.159868409229446,0.130220248331373,0.18467633710725,0.0867638248441432,0.111746417677521,0.0177612163309518,0.0966696857159049,0.0129848743307294,0.194635158145014,0.474392448069266,0.423808457087701,0.398251221406313,1
