"item_code","Cmt1","Cmt2","Cmt3","Cmt4","Cnf1","Cnf2","Cnf3","Cnf4","Cop1","Cop2","Cop3","Cop4","Cmp1","Cmp2","Cmp3","Cmp4"
"Cmt1",1,0.669991061188205,0.671065513359613,0.522732315673974,0.0846003580384144,0.175784895752452,0.0697247497552217,-0.03641409243091,0.0066020037935451,0.0528681888194826,0.065474742755351,0.0463418685392188,0.117142407606098,0.0366313399587542,0.0614436533395138,0.255265703989816
"Cmt2",0.669991061188205,1,0.596085048162928,0.480637971062999,-0.00721919682692928,0.0763837094317949,-0.040843405569304,0.0132344149400433,0.0507577804748761,0.0307080963743043,0.0621628159423853,0.104663776777936,0.0331245689928782,0.0305628119492073,0.0655451918325247,0.243853597787452
"Cmt3",0.671065513359613,0.596085048162928,1,0.526957962209049,0.244304569577174,0.302513567600287,0.204177164100813,0.174957250417022,0.0635332757578834,0.142858035848868,0.0694792677909337,0.0877789679691882,0.0971340791288429,0.0518436787681155,0.0466598694934355,0.307618403344435
"Cmt4",0.522732315673974,0.480637971062999,0.526957962209049,1,0.312987637598378,0.368448754631266,0.224165647386335,0.156314104258501,-0.00402681955002694,0.0740491422659859,0.012241655336272,-0.0128186329899024,-0.0114396663069728,-0.0171317525448873,-0.00445035913488735,0.210254213869773
"Cnf1",0.0846003580384144,-0.00721919682692928,0.244304569577174,0.312987637598378,1,0.596917983074747,0.606255793839857,0.521029961066569,0.0647051520896352,0.20949281248443,0.017146740579443,0.0861306531007475,0.0730220183573558,0.0777005774955158,0.0114484273175492,0.165822517757308
"Cnf2",0.175784895752452,0.0763837094317949,0.302513567600287,0.368448754631266,0.596917983074747,1,0.568541619943605,0.446404416908867,0.203692558052384,0.30655905952452,0.119376925082462,0.196173265593199,0.124617076034993,0.180141666940917,0.1350109505416,0.207129247627896
"Cnf3",0.0697247497552217,-0.040843405569304,0.204177164100813,0.224165647386335,0.606255793839857,0.568541619943605,1,0.421345206684316,0.136330984523952,0.174112636475561,0.0465211285587115,0.0944556241254961,0.0342219388878224,0.0400569874473302,0.0199628936130144,0.119280561904833
"Cnf4",-0.03641409243091,0.0132344149400433,0.174957250417022,0.156314104258501,0.521029961066569,0.446404416908867,0.421345206684316,1,0.305508792757092,0.339030898286803,0.204648410058442,0.27036055220528,0.088691880370099,0.16383860453799,0.0330955656152187,0.155709889698602
"Cop1",0.0066020037935451,0.0507577804748761,0.0635332757578834,-0.00402681955002694,0.0647051520896352,0.203692558052384,0.136330984523952,0.305508792757092,1,0.566481849323509,0.524413474568875,0.497979085723915,0.0978649117581639,0.244506224262156,0.103145248737593,0.0125336716590751
"Cop2",0.0528681888194826,0.0307080963743043,0.142858035848868,0.0740491422659859,0.20949281248443,0.30655905952452,0.174112636475561,0.339030898286803,0.566481849323509,1,0.529348977976908,0.486968578092303,0.207481871736151,0.275298265729915,0.20617968131611,0.160602231538121
"Cop3",0.065474742755351,0.0621628159423853,0.0694792677909337,0.012241655336272,0.017146740579443,0.119376925082462,0.0465211285587115,0.204648410058442,0.524413474568875,0.529348977976908,1,0.484558737700891,0.137930975234634,0.239383405381888,0.179012581879609,0.0565928229229691
"Cop4",0.0463418685392188,0.104663776777936,0.0877789679691882,-0.0128186329899024,0.0861306531007475,0.196173265593199,0.0944556241254961,0.27036055220528,0.497979085723915,0.486968578092303,0.484558737700891,1,0.371275364411294,0.453672426226337,0.32496515431053,0.250469242240153
"Cmp1",0.117142407606098,0.0331245689928782,0.0971340791288429,-0.0114396663069728,0.0730220183573558,0.124617076034993,0.0342219388878224,0.088691880370099,0.0978649117581639,0.207481871736151,0.137930975234634,0.371275364411294,1,0.597768920882323,0.540332092928,0.513009860212849
"Cmp2",0.0366313399587542,0.0305628119492073,0.0518436787681155,-0.0171317525448873,0.0777005774955158,0.180141666940917,0.0400569874473302,0.16383860453799,0.244506224262156,0.275298265729915,0.239383405381888,0.453672426226337,0.597768920882323,1,0.547663395210409,0.485338151496963
"Cmp3",0.0614436533395138,0.0655451918325247,0.0466598694934355,-0.00445035913488735,0.0114484273175492,0.1350109505416,0.0199628936130144,0.0330955656152187,0.103145248737593,0.20617968131611,0.179012581879609,0.32496515431053,0.540332092928,0.547663395210409,1,0.468677232237614
"Cmp4",0.255265703989816,0.243853597787452,0.307618403344435,0.210254213869773,0.165822517757308,0.207129247627896,0.119280561904833,0.155709889698602,0.0125336716590751,0.160602231538121,0.0565928229229691,0.250469242240153,0.513009860212849,0.485338151496963,0.468677232237614,1
